# -b
0.192440	5.669954
-0.114995	5.515063
-0.391921	5.360171
-0.657114	5.195893
-0.887104	5.151303
-1.262597	5.062123
-1.417488	5.008146
-1.560645	4.874377
-1.736658	4.775809
-1.936139	4.686630
-2.198985	4.787544
-2.410200	4.874377
-2.595600	4.930701
-2.771612	4.951822
# -b
-2.771612	4.951822
-2.860792	4.963556
-3.003949	4.975290
-3.301997	5.052736
-3.611779	5.106713
-3.832382	5.184159
-4.238384	5.163037
-4.679589	5.106713
-5.198240	5.041002
-5.341397	5.008146
-5.430576	5.017534
-5.585468	4.984678
-5.848313	4.918966
-6.080650	4.796931
-6.223807	4.754688
-6.444409	4.677242
-6.643890	4.599797
-6.787047	4.543473
-6.873880	4.489496
-7.106217	4.388582
-7.293964	4.278280
-7.491098	4.257159
# -b
-7.491098	4.257159
-7.523953	4.245425
-7.735169	4.334604
-8.164639	4.489496
-8.483809	4.588063
-8.835834	4.808665
-9.112761	5.008146
-9.464786	5.339050
-9.807424	5.681688
# -b
-9.807424	5.681688
-10.004558	5.845966
-10.204039	5.989123
-10.412907	6.078303
-10.523209	6.132280
-10.645244	6.254316
-10.800135	6.364617
-10.886968	6.385738
-11.009004	6.409207
-11.095836	6.496040
-11.152161	6.507774
-11.185016	6.561751
-11.196750	6.594607
-11.152161	6.606341
-11.131039	6.639197
-11.163895	6.672052
-11.307052	6.761232
-11.351642	6.803475
# -b
-11.351642	6.803475
-11.461943	6.892655
-11.790500	7.047546
-12.121403	7.178969
-12.299763	7.256414
-12.342006	7.322126
-12.365474	7.453548
-12.562608	7.641295
-12.705765	7.728128
-12.773824	7.805574
-12.794945	8.035563
-12.905246	8.122396
-13.036669	8.122396
-13.069525	8.265553
-13.048403	8.364120
-12.970958	8.474422
-12.982692	8.495543
-13.081259	8.551867
-13.114115	8.692677
-13.092993	8.802979
-13.114115	8.856956
-13.170439	8.922667
-13.179826	9.011847
# -b
-13.179826	9.011847
-13.191560	9.021234
-13.247884	9.176125
-13.325330	9.262958
-13.391041	9.361525
-13.522464	9.481214
-13.555320	9.612637
-13.653887	9.678348
-13.754801	9.798037
-13.919079	9.938847
-14.029380	9.971702
# -b
-12.431186	7.498138
-12.452307	7.486404
-12.541487	7.530994
-12.651788	7.486404
-12.762089	7.486404
-12.705765	7.408959
-12.586077	7.366715
-12.485163	7.376103
-12.431186	7.498138
# -b
-49.917183	-0.018775
-49.774026	0.004694
-49.762292	0.136116
-49.863206	0.225296
# -b
-50.027484	0.957509
-49.950039	1.056076
-49.973507	1.213314
-49.961773	1.300147
-49.884327	1.478506
-49.863206	1.731964
# -b
-59.708179	8.277287
-59.773891	8.310143
-59.905313	8.462687
# -b
-57.060949	5.791989
-57.117273	5.902290
-57.161863	6.066569
-57.272164	6.266050
-57.391853	6.308293
-57.546744	6.442062
-57.657045	6.585219
-57.767347	6.704908
-57.987949	6.836331
-58.208552	6.871533
-58.396299	6.836331
-58.506600	6.803475
-58.518334	6.803475
-58.483131	6.904389
-58.462010	7.014690
-58.462010	7.155500
-58.494866	7.354981
-58.572311	7.507526
-58.649757	7.606093
-58.769445	7.716394
